"geographicAreaM49","measuredItemCPC","measuredElement","timePointYears","Metadata Type","Metadata Id","Metadata Element Type","Language","Value","Data Value","Status","Method"
"40","02123","5315","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",55894,"","q"
"40","02131","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",933,"","q"
"40","02131","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",1004,"","q"
"40","02131","5315","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",943,"","q"
"40","02140","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",5432959,"","q"
"40","02140","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",5431798,"","q"
"40","02140","5315","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",5409578,"","q"
"40","02151","5316","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",80400,"","q"
"40","02152","5316","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",2003,"","q"
"40","02153","5316","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",97,"","q"
"40","02153","5316","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",97,"","q"
"40","02154","5316","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",48,"","q"
"40","02154","5316","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",48,"","q"
"40","02191","5316","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",200,"","q"
"40","02191","5316","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",200,"","q"
"40","02191","5316","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",200,"","q"
"410","02111","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",970000,"","q"
"428","02111","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",101181,"","q"
"428","02111","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",99223,"","q"
"428","02122","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",33070,"","q"
"428","02122","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",34191,"","q"
"428","02131","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",416,"","q"
"428","02131","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",289,"","q"
"428","02140","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",462891,"","q"
"428","02140","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",461180,"","q"
"428","02151","5316","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",15215,"","q"
"428","02151","5316","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",16658,"","q"
"428","02191","5316","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",32,"","q"
"428","02191","5316","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",33,"","q"
"440","02111","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",175995,"","q"
"440","02111","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",162212,"","q"
"440","02122","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",26763,"","q"
"440","02122","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",29144,"","q"
"440","02123","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",14675,"","q"
"440","02123","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",14010,"","q"
"440","02131","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",1887,"","q"
"440","02131","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",1006,"","q"
"440","02140","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",954382,"","q"
"440","02140","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",1057834,"","q"
"440","02151","5316","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",45611,"","q"
"440","02151","5316","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",48753,"","q"
"440","02152","5316","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",530,"","q"
"440","02152","5316","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",543,"","q"
"440","02153","5316","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",71,"","q"
"440","02153","5316","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",20,"","q"
"440","02154","5316","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",114,"","q"
"440","02154","5316","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",32,"","q"
"440","02191","5316","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",30,"","q"
"440","02191","5316","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",30,"","q"
"442","02111","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",23973,"","q"
"442","02111","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",22680,"","q"
"442","02111","5315","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",24015,"","q"
"442","02122","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",2610,"","q"
"442","02122","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",2583,"","q"
"442","02122","5315","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",2527,"","q"
"442","02123","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",413,"","q"
"442","02123","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",234,"","q"
"442","02123","5315","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",419,"","q"
"442","02131","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",57,"","q"
"442","02131","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",52,"","q"
"442","02131","5315","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",15,"","q"
"442","02140","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",145838,"","q"
"442","02140","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",155021,"","q"
"442","02140","5315","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",164155,"","q"
"442","02151","5316","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",172.655,"","q"
"442","02151","5316","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",175.066,"","q"
"470","02111","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",4083,"","q"
"470","02111","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",4076,"","q"
"470","02140","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",68688,"","q"
"470","02140","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",71230,"","q"
"470","02151","5316","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",2562,"","q"
"470","02151","5316","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",2353,"","q"
"480","02111","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",10411,"","q"
"480","02111","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",9768,"","q"
"480","02111","5315","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",8953,"","q"
"480","02123","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",8800,"","q"
"480","02123","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",8352,"","q"
"480","02123","5315","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",7901,"","q"
"480","02140","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",12754,"","q"
"480","02140","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",12144,"","q"
"480","02140","5315","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",11302,"","q"
"484","02111","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",8917450,"","q"
"484","02111","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",8796391,"","q"
"484","02122","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",2926302,"","q"
"484","02122","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",2915534,"","q"
"484","02123","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",2383778,"","q"
"484","02123","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",2262579,"","q"
"484","02140","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",16138048,"","q"
"484","02140","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",16818454,"","q"
"484","02151","5316","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",1601172,"","q"
"484","02151","5316","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",1600988,"","q"
"554","02111","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",3858679,"","q"
"554","02111","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",2625522,"","q"
"554","02122","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",22938440,"","q"
"554","02122","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",23630958,"","q"
"554","02123","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",95648,"","q"
"554","02140","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",718788,"","q"
"554","02140","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",570334,"","q"
"554","02151","5316","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",92761.4,"","q"
"554","02151","5316","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",94358.76,"","q"
"566","02151","5316","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",155505,"","q"
"578","02111","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",294032,"","q"
"578","02111","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",312331,"","q"
"578","02122","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",1133891,"","q"
"578","02122","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",1174920,"","q"
"578","02123","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",20771,"","q"
"578","02123","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",23630,"","q"
"578","02131","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",1355,"","q"
"578","02140","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",1599697,"","q"
"578","02151","5316","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",64566,"","q"
"578","02151","5316","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",72684,"","q"
"578","02152","5316","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",1262,"","q"
"578","02154","5316","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",90,"","q"
"591","02111","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",422475,"","q"
"591","02111","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",391230,"","q"
"591","02140","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",464867,"","q"
"591","02140","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",463369,"","q"
"591","02140","5315","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",462604,"","q"
"591","02151","5316","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",86016,"","q"
"616","02111","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",1554191,"","q"
"616","02111","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",1369790,"","q"
"616","02111","5315","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",1656740,"","q"
"616","02122","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",48793,"","q"
"616","02122","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",48459,"","q"
"616","02122","5315","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",55572,"","q"
"616","02131","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",38196,"","q"
"616","02131","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",22514,"","q"
"616","02131","5315","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",23364,"","q"
"616","02140","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",20604816,"","q"
"616","02140","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",20278472,"","q"
"616","02140","5315","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",21665978,"","q"
"616","02151","5316","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",783837,"","q"
"616","02151","5316","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",827221,"","q"
"616","02151","5316","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",927001,"","q"
"616","02191","5316","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",1542,"","q"
"616","02191","5316","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",1704,"","q"
"616","02191","5316","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",1615,"","q"
"642","02111","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",707000,"","q"
"642","02122","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",6448000,"","q"
"642","02122","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",6327000,"","q"
"642","02123","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",794000,"","q"
"642","02123","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",863000,"","q"
"642","02140","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",5362000,"","q"
"642","02140","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",4793000,"","q"
"642","02151","5316","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",226472,"","q"
"642","02151","5316","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",204353,"","q"
"642","02191","5316","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",134,"","q"
"643","02111","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",8583044,"","q"
"643","02111","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",8569506,"","q"
"643","02111","5315","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",8578174,"","q"
"643","02121.01","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",563,"","q"
"643","02121.01","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",835,"","q"
"643","02121.01","5315","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",725,"","q"
"643","02122","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",9379944,"","q"
"643","02122","5315","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",10590813,"","q"
"643","02123","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",944530,"","q"
"643","02123","5315","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",995258,"","q"
"643","02131","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",252193,"","q"
"643","02131","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",261423,"","q"
"643","02131","5315","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",269075,"","q"
"643","02140","5315","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",34271029,"","q"
"643","02151","5316","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",2059313,"","q"
"643","02151","5316","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",2129567,"","q"
"643","02151","5316","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",2280343,"","q"
"643","02191","5316","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",6835,"","q"
"643","02191","5316","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",6969,"","q"
"643","02191","5316","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",7187,"","q"
"670","02111","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",892,"","q"
"68","02111","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",1109541.5,"","q"
"68","02111","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",1123029.1,"","q"
"68","02122","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",1473524.4,"","q"
"68","02122","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",1513738.4,"","q"
"68","02123","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",373117,"","q"
"68","02123","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",382801,"","q"
"68","02140","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",1498627.9,"","q"
"68","02140","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",1540098.8,"","q"
"68","02191","5316","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",265,"","q"
"688","02111","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",387409,"","q"
"688","02122","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",1107694,"","q"
"688","02122","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",1537435,"","q"
"688","02140","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",5453062,"","q"
"688","02140","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",5684030,"","q"
"688","02151","5316","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",46229,"","q"
"688","02151","5316","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",64552,"","q"
"703","02111","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",53335,"","q"
"703","02111","5315","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",47593,"","q"
"705","02111","5315","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",115711,"","q"
