"geographicAreaM49","measuredItemCPC","measuredElement","timePointYears","Metadata Type","Metadata Id","Metadata Element Type","Language","Value","Data Value","Status","Method"
"40","21123","5321","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"40","21124","5321","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"40","21124","5321","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"40","21124","5321","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"31","21111.01","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"31","21111.01","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"31","21111.01","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"31","21113.01","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"31","21113.01","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"31","21113.01","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"31","21115","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"31","21115","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"31","21115","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"31","21121","5321","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"31","21121","5321","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"31","21121","5321","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"52","21111.01","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"52","21111.01","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"52","21111.01","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"52","21113.01","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"52","21113.01","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"52","21113.01","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"52","21115","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"52","21115","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"52","21115","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"52","21121","5321","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"52","21121","5321","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"52","21121","5321","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"52","21124","5321","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"52","21124","5321","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"52","21124","5321","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"84","21111.01","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"84","21111.01","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"84","21111.01","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"84","21113.01","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"84","21113.01","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"84","21113.01","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"84","21115","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"84","21115","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"84","21115","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"84","21121","5321","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"84","21121","5321","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"84","21121","5321","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"84","21124","5321","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"84","21124","5321","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"68","21111.01","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"68","21111.01","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"68","21111.01","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"68","21113.01","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"68","21113.01","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"68","21113.01","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"68","21114","5321","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"68","21114","5321","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"68","21114","5321","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"68","21115","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"68","21115","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"68","21115","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"68","21116","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"68","21116","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"68","21116","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"68","21121","5321","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"68","21121","5321","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"68","21121","5321","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"68","21122","5321","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"68","21122","5321","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"68","21122","5321","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"76","21113.01","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"76","21113.01","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"76","21113.01","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"76","21121","5321","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"76","21121","5321","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"76","21121","5321","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21111.01","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21111.01","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21111.01","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21112","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21112","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21112","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21113.01","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21113.01","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21113.01","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21115","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21115","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21115","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21116","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21116","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21116","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21121","5321","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21121","5321","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21121","5321","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21122","5321","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21122","5321","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21122","5321","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21123","5321","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21123","5321","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21123","5321","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21124","5321","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21124","5321","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"100","21124","5321","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"854","21111.01","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"854","21111.01","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"854","21115","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"854","21115","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"854","21116","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"854","21116","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"854","21117.01","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"108","21111.01","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"108","21111.01","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"108","21113.01","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"108","21113.01","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"108","21116","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"108","21116","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"152","21111.01","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"152","21111.01","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"152","21111.01","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"152","21113.01","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"152","21113.01","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"152","21113.01","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"152","21115","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"152","21115","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"152","21115","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"152","21118.01","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"152","21118.01","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"152","21118.01","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"152","21121","5321","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"152","21121","5321","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"152","21121","5321","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"152","21124","5321","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"152","21124","5321","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"152","21124","5321","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"170","21111.01","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"170","21111.01","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"170","21111.01","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"170","21113.01","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"170","21113.01","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"170","21113.01","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"170","21121","5321","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"170","21121","5321","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"170","21121","5321","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"188","21111.01","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"188","21111.01","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"188","21111.01","5320","2012","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"188","21113.01","5320","2014","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
"188","21113.01","5320","2013","[GENERAL] General",1,"[COMMENT] Comment","[en] English","Copied from corresponding meat commodity as erroneously imported from questionaire",0,"M","u"
