geographicAreaM49,Geographic Area,measuredItemCPC,Item,measuredElement,Element,timePointYears,Year,Value,flagObservationStatus,flagMethod
124,Canada,02153,Geese,5316,Slaughtered/Prod Animals [1000 head],2013,2013,215,E,f
124,Canada,02153,Geese,5316,Slaughtered/Prod Animals [1000 head],2012,2012,200,E,f
124,Canada,02154,Ducks,5316,Slaughtered/Prod Animals [1000 head],2013,2013,4000,E,f
124,Canada,02154,Ducks,5316,Slaughtered/Prod Animals [1000 head],2012,2012,4000,E,f
124,Canada,02951.01,Raw hides and skins of cattle,5320,Slaughtered/Prod Animals [head],2013,2013,3066400,,c
124,Canada,02951.01,Raw hides and skins of cattle,5320,Slaughtered/Prod Animals [head],2012,2012,3110500,,c
124,Canada,02953,Raw hides and skins of sheep or lambs,5320,Slaughtered/Prod Animals [head],2013,2013,749600,,c
124,Canada,02953,Raw hides and skins of sheep or lambs,5320,Slaughtered/Prod Animals [head],2012,2012,721500,,c
124,Canada,21111.01,"Meat of cattle, fresh or chilled",5320,Slaughtered/Prod Animals [head],2013,2013,3066400,,c
124,Canada,21111.01,"Meat of cattle, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,3110500,,c
124,Canada,21113.01,"Meat of pig, fresh or chilled",5320,Slaughtered/Prod Animals [head],2013,2013,20921900,,c
124,Canada,21113.01,"Meat of pig, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,21282600,,c
124,Canada,21115,"Meat of sheep, fresh or chilled",5320,Slaughtered/Prod Animals [head],2013,2013,749600,,c
124,Canada,21115,"Meat of sheep, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,721500,,c
124,Canada,21121,"Meat of chickens, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2013,2013,647250,,c
124,Canada,21121,"Meat of chickens, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2012,2012,643276,,c
124,Canada,21124,"Meat of turkeys, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2013,2013,21517,,c
124,Canada,21124,"Meat of turkeys, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2012,2012,20722,,c
124,Canada,21151,"Edible offal of cattle, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2013,2013,3066400,,c
124,Canada,21151,"Edible offal of cattle, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2012,2012,3110500,,c
124,Canada,21153,"Edible offal of pigs, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2013,2013,20921900,,c
124,Canada,21153,"Edible offal of pigs, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2012,2012,21282600,,c
124,Canada,21155,"Edible offal of sheep, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2013,2013,749600,,c
124,Canada,21155,"Edible offal of sheep, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2012,2012,721500,,c
124,Canada,21160.01,"Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen",5321,Slaughtered/Prod Animals [1000 head],2014,2014,0,M,-
124,Canada,21160.01,"Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen",5321,Slaughtered/Prod Animals [1000 head],2013,2013,0,M,-
124,Canada,21160.01,"Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen",5321,Slaughtered/Prod Animals [1000 head],2012,2012,0,M,-
124,Canada,21511.01,Fat of pigs,5320,Slaughtered/Prod Animals [head],2013,2013,20921900,,c
124,Canada,21511.01,Fat of pigs,5320,Slaughtered/Prod Animals [head],2012,2012,21282600,,c
124,Canada,21512,"Cattle fat, unrendered",5320,Slaughtered/Prod Animals [head],2013,2013,3066400,,c
124,Canada,21512,"Cattle fat, unrendered",5320,Slaughtered/Prod Animals [head],2012,2012,3110500,,c
124,Canada,21514,"Sheep fat, unrendered",5320,Slaughtered/Prod Animals [head],2013,2013,749600,,c
124,Canada,21514,"Sheep fat, unrendered",5320,Slaughtered/Prod Animals [head],2012,2012,721500,,c
132,Cape Verde,02111,Cattle,5315,Slaughtered/Prod Animals [head],2013,2013,3413,,-
132,Cape Verde,02111,Cattle,5315,Slaughtered/Prod Animals [head],2012,2012,3405,,-
132,Cape Verde,02122,Sheep,5315,Slaughtered/Prod Animals [head],2013,2013,3480,,-
132,Cape Verde,02122,Sheep,5315,Slaughtered/Prod Animals [head],2012,2012,3438,,-
132,Cape Verde,02123,Goats,5315,Slaughtered/Prod Animals [head],2013,2013,100000,E,f
132,Cape Verde,02123,Goats,5315,Slaughtered/Prod Animals [head],2012,2012,98000,E,f
132,Cape Verde,02140,Swine / pigs,5315,Slaughtered/Prod Animals [head],2013,2013,59191,,-
132,Cape Verde,02140,Swine / pigs,5315,Slaughtered/Prod Animals [head],2012,2012,58605,,-
132,Cape Verde,02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2013,2013,802,,-
132,Cape Verde,02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2012,2012,675,,-
132,Cape Verde,02951.01,Raw hides and skins of cattle,5320,Slaughtered/Prod Animals [head],2013,2013,3413,,c
132,Cape Verde,02951.01,Raw hides and skins of cattle,5320,Slaughtered/Prod Animals [head],2012,2012,3405,,c
132,Cape Verde,02953,Raw hides and skins of sheep or lambs,5320,Slaughtered/Prod Animals [head],2013,2013,3480,,c
132,Cape Verde,02953,Raw hides and skins of sheep or lambs,5320,Slaughtered/Prod Animals [head],2012,2012,3438,,c
132,Cape Verde,21111.01,"Meat of cattle, fresh or chilled",5320,Slaughtered/Prod Animals [head],2013,2013,3413,,c
132,Cape Verde,21111.01,"Meat of cattle, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,3405,,c
132,Cape Verde,21113.01,"Meat of pig, fresh or chilled",5320,Slaughtered/Prod Animals [head],2013,2013,59191,,c
132,Cape Verde,21113.01,"Meat of pig, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,58605,,c
132,Cape Verde,21115,"Meat of sheep, fresh or chilled",5320,Slaughtered/Prod Animals [head],2013,2013,3480,,c
132,Cape Verde,21115,"Meat of sheep, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,3438,,c
132,Cape Verde,21121,"Meat of chickens, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2013,2013,802,,c
132,Cape Verde,21121,"Meat of chickens, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2012,2012,675,,c
132,Cape Verde,21151,"Edible offal of cattle, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2013,2013,3413,,c
132,Cape Verde,21151,"Edible offal of cattle, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2012,2012,3405,,c
132,Cape Verde,21153,"Edible offal of pigs, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2013,2013,59191,,c
132,Cape Verde,21153,"Edible offal of pigs, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2012,2012,58605,,c
132,Cape Verde,21155,"Edible offal of sheep, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2013,2013,3480,,c
132,Cape Verde,21155,"Edible offal of sheep, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2012,2012,3438,,c
132,Cape Verde,21511.01,Fat of pigs,5320,Slaughtered/Prod Animals [head],2013,2013,59191,,c
132,Cape Verde,21511.01,Fat of pigs,5320,Slaughtered/Prod Animals [head],2012,2012,58605,,c
132,Cape Verde,21512,"Cattle fat, unrendered",5320,Slaughtered/Prod Animals [head],2013,2013,3413,,c
132,Cape Verde,21512,"Cattle fat, unrendered",5320,Slaughtered/Prod Animals [head],2012,2012,3405,,c
132,Cape Verde,21514,"Sheep fat, unrendered",5320,Slaughtered/Prod Animals [head],2013,2013,3480,,c
132,Cape Verde,21514,"Sheep fat, unrendered",5320,Slaughtered/Prod Animals [head],2012,2012,3438,,c
140,Central African Republic,02111,Cattle,5315,Slaughtered/Prod Animals [head],2013,2013,585000,E,f
140,Central African Republic,02111,Cattle,5315,Slaughtered/Prod Animals [head],2012,2012,582000,E,f
140,Central African Republic,02122,Sheep,5315,Slaughtered/Prod Animals [head],2013,2013,152000,E,f
140,Central African Republic,02122,Sheep,5315,Slaughtered/Prod Animals [head],2012,2012,152000,E,f
140,Central African Republic,02123,Goats,5315,Slaughtered/Prod Animals [head],2013,2013,1160000,E,f
140,Central African Republic,02123,Goats,5315,Slaughtered/Prod Animals [head],2012,2012,1152000,E,f
140,Central African Republic,02140,Swine / pigs,5315,Slaughtered/Prod Animals [head],2013,2013,545000,E,f
140,Central African Republic,02140,Swine / pigs,5315,Slaughtered/Prod Animals [head],2012,2012,545000,E,f
140,Central African Republic,02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2013,2013,7000,E,f
140,Central African Republic,02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2012,2012,7000,E,f
148,Chad,02111,Cattle,5315,Slaughtered/Prod Animals [head],2013,2013,820000,E,f
148,Chad,02111,Cattle,5315,Slaughtered/Prod Animals [head],2012,2012,817000,E,f
148,Chad,02121.01,Camels,5315,Slaughtered/Prod Animals [head],2013,2013,6900,E,f
148,Chad,02121.01,Camels,5315,Slaughtered/Prod Animals [head],2012,2012,6900,E,f
148,Chad,02122,Sheep,5315,Slaughtered/Prod Animals [head],2013,2013,900000,E,f
148,Chad,02122,Sheep,5315,Slaughtered/Prod Animals [head],2012,2012,890000,E,f
148,Chad,02123,Goats,5315,Slaughtered/Prod Animals [head],2013,2013,2250000,E,f
148,Chad,02123,Goats,5315,Slaughtered/Prod Animals [head],2012,2012,2200000,E,f
148,Chad,02131,Horses,5315,Slaughtered/Prod Animals [head],2013,2013,4700,E,f
148,Chad,02131,Horses,5315,Slaughtered/Prod Animals [head],2012,2012,4500,E,f
148,Chad,02140,Swine / pigs,5315,Slaughtered/Prod Animals [head],2013,2013,24500,E,f
148,Chad,02140,Swine / pigs,5315,Slaughtered/Prod Animals [head],2012,2012,24200,E,f
148,Chad,02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2013,2013,7650,E,f
148,Chad,02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2012,2012,7620,E,f
152,Chile,02111,Cattle,5315,Slaughtered/Prod Animals [head],2013,2013,790970,,-
152,Chile,02111,Cattle,5315,Slaughtered/Prod Animals [head],2012,2012,762129,,-
152,Chile,02122,Sheep,5315,Slaughtered/Prod Animals [head],2013,2013,607365,,-
152,Chile,02122,Sheep,5315,Slaughtered/Prod Animals [head],2012,2012,674742,,-
152,Chile,02123,Goats,5315,Slaughtered/Prod Animals [head],2013,2013,312400,E,f
152,Chile,02123,Goats,5315,Slaughtered/Prod Animals [head],2012,2012,320000,E,f
152,Chile,02131,Horses,5315,Slaughtered/Prod Animals [head],2013,2013,38950,,-
152,Chile,02131,Horses,5315,Slaughtered/Prod Animals [head],2012,2012,47958,,-
152,Chile,02140,Swine / pigs,5315,Slaughtered/Prod Animals [head],2013,2013,5499243,,-
152,Chile,02140,Swine / pigs,5315,Slaughtered/Prod Animals [head],2012,2012,5958659,,-
152,Chile,02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2013,2013,259936,,-
152,Chile,02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2012,2012,254479,,-
152,Chile,02152,Turkeys,5316,Slaughtered/Prod Animals [1000 head],2013,2013,9729,,-
152,Chile,02152,Turkeys,5316,Slaughtered/Prod Animals [1000 head],2012,2012,9953,,-
152,Chile,02951.01,Raw hides and skins of cattle,5320,Slaughtered/Prod Animals [head],2013,2013,790970,,c
152,Chile,02951.01,Raw hides and skins of cattle,5320,Slaughtered/Prod Animals [head],2012,2012,762129,,c
152,Chile,02952.01,"Horse hides, fresh",5320,Slaughtered/Prod Animals [head],2013,2013,38950,,c
152,Chile,02952.01,"Horse hides, fresh",5320,Slaughtered/Prod Animals [head],2012,2012,47958,,c
152,Chile,02953,Raw hides and skins of sheep or lambs,5320,Slaughtered/Prod Animals [head],2013,2013,607365,,c
152,Chile,02953,Raw hides and skins of sheep or lambs,5320,Slaughtered/Prod Animals [head],2012,2012,674742,,c
152,Chile,21111.01,"Meat of cattle, fresh or chilled",5320,Slaughtered/Prod Animals [head],2014,2014,892749,,q
152,Chile,21111.01,"Meat of cattle, fresh or chilled",5320,Slaughtered/Prod Animals [head],2013,2013,790970,,q
152,Chile,21111.01,"Meat of cattle, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,762129,,q
152,Chile,21113.01,"Meat of pig, fresh or chilled",5320,Slaughtered/Prod Animals [head],2014,2014,5117295,,q
152,Chile,21113.01,"Meat of pig, fresh or chilled",5320,Slaughtered/Prod Animals [head],2013,2013,5499243,,q
152,Chile,21113.01,"Meat of pig, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,5958659,,q
152,Chile,21115,"Meat of sheep, fresh or chilled",5320,Slaughtered/Prod Animals [head],2014,2014,704779,,q
152,Chile,21115,"Meat of sheep, fresh or chilled",5320,Slaughtered/Prod Animals [head],2013,2013,607365,,q
152,Chile,21115,"Meat of sheep, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,674742,,q
152,Chile,21118.01,Horse meat (fresh),5320,Slaughtered/Prod Animals [head],2014,2014,37945,,q
152,Chile,21118.01,Horse meat (fresh),5320,Slaughtered/Prod Animals [head],2013,2013,38950,,q
152,Chile,21118.01,Horse meat (fresh),5320,Slaughtered/Prod Animals [head],2012,2012,47958,,q
152,Chile,21121,"Meat of chickens, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2014,2014,252206,,q
152,Chile,21121,"Meat of chickens, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2013,2013,259936,,q
152,Chile,21121,"Meat of chickens, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2012,2012,254479,,q
152,Chile,21124,"Meat of turkeys, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2014,2014,9468,,q
152,Chile,21124,"Meat of turkeys, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2013,2013,9729,,q
152,Chile,21124,"Meat of turkeys, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2012,2012,9953,,q
152,Chile,21151,"Edible offal of cattle, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2013,2013,790970,,c
152,Chile,21151,"Edible offal of cattle, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2012,2012,762129,,c
152,Chile,21153,"Edible offal of pigs, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2013,2013,5499243,,c
152,Chile,21153,"Edible offal of pigs, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2012,2012,5958659,,c
152,Chile,21155,"Edible offal of sheep, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2013,2013,607365,,c
152,Chile,21155,"Edible offal of sheep, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2012,2012,674742,,c
152,Chile,21511.01,Fat of pigs,5320,Slaughtered/Prod Animals [head],2013,2013,5499243,,c
152,Chile,21511.01,Fat of pigs,5320,Slaughtered/Prod Animals [head],2012,2012,5958659,,c
152,Chile,21512,"Cattle fat, unrendered",5320,Slaughtered/Prod Animals [head],2013,2013,790970,,c
152,Chile,21512,"Cattle fat, unrendered",5320,Slaughtered/Prod Animals [head],2012,2012,762129,,c
152,Chile,21514,"Sheep fat, unrendered",5320,Slaughtered/Prod Animals [head],2013,2013,607365,,c
152,Chile,21514,"Sheep fat, unrendered",5320,Slaughtered/Prod Animals [head],2012,2012,674742,,c
1249,China,02111,Cattle,5315,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,02111,Cattle,5315,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,02111,Cattle,5315,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,02112,Buffalo,5315,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,02112,Buffalo,5315,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,02112,Buffalo,5315,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,02121.01,Camels,5315,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,02121.01,Camels,5315,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,02121.01,Camels,5315,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,02122,Sheep,5315,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,02122,Sheep,5315,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,02122,Sheep,5315,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,02123,Goats,5315,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,02123,Goats,5315,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,02123,Goats,5315,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,02131,Horses,5315,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,02131,Horses,5315,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,02131,Horses,5315,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,02132,Asses,5315,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,02132,Asses,5315,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,02132,Asses,5315,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,02133,Mules and hinnies,5315,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,02133,Mules and hinnies,5315,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,02133,Mules and hinnies,5315,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,02140,Swine / pigs,5315,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,02140,Swine / pigs,5315,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,02140,Swine / pigs,5315,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2014,2014,0,M,-
1249,China,02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2013,2013,0,M,-
1249,China,02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2012,2012,0,M,-
1249,China,02152,Turkeys,5316,Slaughtered/Prod Animals [1000 head],2014,2014,0,M,-
1249,China,02152,Turkeys,5316,Slaughtered/Prod Animals [1000 head],2013,2013,0,M,-
1249,China,02152,Turkeys,5316,Slaughtered/Prod Animals [1000 head],2012,2012,0,M,-
1249,China,02153,Geese,5316,Slaughtered/Prod Animals [1000 head],2014,2014,0,M,-
1249,China,02153,Geese,5316,Slaughtered/Prod Animals [1000 head],2013,2013,0,M,-
1249,China,02153,Geese,5316,Slaughtered/Prod Animals [1000 head],2012,2012,0,M,-
1249,China,02154,Ducks,5316,Slaughtered/Prod Animals [1000 head],2014,2014,0,M,-
1249,China,02154,Ducks,5316,Slaughtered/Prod Animals [1000 head],2013,2013,0,M,-
1249,China,02154,Ducks,5316,Slaughtered/Prod Animals [1000 head],2012,2012,0,M,-
1249,China,02191,Rabbits and hares,5316,Slaughtered/Prod Animals [1000 head],2014,2014,0,M,-
1249,China,02191,Rabbits and hares,5316,Slaughtered/Prod Animals [1000 head],2013,2013,0,M,-
1249,China,02191,Rabbits and hares,5316,Slaughtered/Prod Animals [1000 head],2012,2012,0,M,-
1249,China,02951.01,Raw hides and skins of cattle,5320,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,02951.01,Raw hides and skins of cattle,5320,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,02951.01,Raw hides and skins of cattle,5320,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,02951.03,Raw hides and skins of buffaloes,5320,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,02951.03,Raw hides and skins of buffaloes,5320,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,02951.03,Raw hides and skins of buffaloes,5320,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,02952.01,"Horse hides, fresh",5320,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,02952.01,"Horse hides, fresh",5320,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,02952.01,"Horse hides, fresh",5320,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,02952.02,"Hides of asses, fresh",5320,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,02952.02,"Hides of asses, fresh",5320,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,02952.02,"Hides of asses, fresh",5320,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,02952.03,"Hides of mules, fresh",5320,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,02952.03,"Hides of mules, fresh",5320,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,02952.03,"Hides of mules, fresh",5320,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,02953,Raw hides and skins of sheep or lambs,5320,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,02953,Raw hides and skins of sheep or lambs,5320,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,02953,Raw hides and skins of sheep or lambs,5320,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,02954,Raw hides and skins of goats or kids,5320,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,02954,Raw hides and skins of goats or kids,5320,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,02954,Raw hides and skins of goats or kids,5320,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,02955.02,Rabbit skins,5321,Slaughtered/Prod Animals [1000 head],2014,2014,0,M,-
1249,China,02955.02,Rabbit skins,5321,Slaughtered/Prod Animals [1000 head],2013,2013,0,M,-
1249,China,02955.02,Rabbit skins,5321,Slaughtered/Prod Animals [1000 head],2012,2012,0,M,-
1249,China,02959.02,Raw skins of camels,5320,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,02959.02,Raw skins of camels,5320,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,02959.02,Raw skins of camels,5320,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,21111.01,"Meat of cattle, fresh or chilled",5320,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,21111.01,"Meat of cattle, fresh or chilled",5320,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,21111.01,"Meat of cattle, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,21112,"Meat of buffalo, fresh or chilled",5320,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,21112,"Meat of buffalo, fresh or chilled",5320,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,21112,"Meat of buffalo, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,21113.01,"Meat of pig, fresh or chilled",5320,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,21113.01,"Meat of pig, fresh or chilled",5320,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,21113.01,"Meat of pig, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,21114,"Meat of rabbits and hares, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2014,2014,0,M,-
1249,China,21114,"Meat of rabbits and hares, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2013,2013,0,M,-
1249,China,21114,"Meat of rabbits and hares, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2012,2012,0,M,-
1249,China,21115,"Meat of sheep, fresh or chilled",5320,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,21115,"Meat of sheep, fresh or chilled",5320,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,21115,"Meat of sheep, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,21116,"Meat of goat, fresh or chilled",5320,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,21116,"Meat of goat, fresh or chilled",5320,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,21116,"Meat of goat, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,21117.01,Meat of camels (fresh),5320,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,21117.01,Meat of camels (fresh),5320,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,21117.01,Meat of camels (fresh),5320,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,21118.01,Horse meat (fresh),5320,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,21118.01,Horse meat (fresh),5320,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,21118.01,Horse meat (fresh),5320,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,21118.02,Meat of asses (fresh),5320,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,21118.02,Meat of asses (fresh),5320,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,21118.02,Meat of asses (fresh),5320,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,21118.03,Meat of mules (fresh),5320,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,21118.03,Meat of mules (fresh),5320,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,21118.03,Meat of mules (fresh),5320,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,21121,"Meat of chickens, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2014,2014,0,M,-
1249,China,21121,"Meat of chickens, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2013,2013,0,M,-
1249,China,21121,"Meat of chickens, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2012,2012,0,M,-
1249,China,21122,"Meat of ducks, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2014,2014,0,M,-
1249,China,21122,"Meat of ducks, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2013,2013,0,M,-
1249,China,21122,"Meat of ducks, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2012,2012,0,M,-
1249,China,21123,"Meat of geese, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2014,2014,0,M,-
1249,China,21123,"Meat of geese, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2013,2013,0,M,-
1249,China,21123,"Meat of geese, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2012,2012,0,M,-
1249,China,21124,"Meat of turkeys, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2014,2014,0,M,-
1249,China,21124,"Meat of turkeys, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2013,2013,0,M,-
1249,China,21124,"Meat of turkeys, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2012,2012,0,M,-
1249,China,21151,"Edible offal of cattle, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,21151,"Edible offal of cattle, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,21151,"Edible offal of cattle, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,21152,"Edible offal of buffalo, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2014,2014,0,M,-
1249,China,21152,"Edible offal of buffalo, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2013,2013,0,M,-
1249,China,21152,"Edible offal of buffalo, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2012,2012,0,M,-
1249,China,21153,"Edible offal of pigs, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2014,2014,0,M,-
