geographicAreaM49,Geographic Area,measuredItemCPC,Item,measuredElement,Element,timePointYears,Year,Value,flagObservationStatus,flagMethod
392,Japan,21160.01,"Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen",5321,Slaughtered/Prod Animals [1000 head],2012,2012,748516,,c
392,Japan,21511.01,Fat of pigs,5320,Slaughtered/Prod Animals [head],2013,2013,16936488,,c
392,Japan,21511.01,Fat of pigs,5320,Slaughtered/Prod Animals [head],2012,2012,16776233,,c
392,Japan,21512,"Cattle fat, unrendered",5320,Slaughtered/Prod Animals [head],2013,2013,1184965,,c
392,Japan,21512,"Cattle fat, unrendered",5320,Slaughtered/Prod Animals [head],2012,2012,1199510,,c
400,Jordan,02111,Cattle,5315,Slaughtered/Prod Animals [head],2013,2013,99000,E,f
400,Jordan,02111,Cattle,5315,Slaughtered/Prod Animals [head],2012,2012,98000,E,f
400,Jordan,02122,Sheep,5315,Slaughtered/Prod Animals [head],2013,2013,1502250,E,f
400,Jordan,02122,Sheep,5315,Slaughtered/Prod Animals [head],2012,2012,1467700,E,f
400,Jordan,02123,Goats,5315,Slaughtered/Prod Animals [head],2013,2013,513000,E,f
400,Jordan,02123,Goats,5315,Slaughtered/Prod Animals [head],2012,2012,511000,E,f
400,Jordan,02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2013,2013,196000,E,f
400,Jordan,02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2012,2012,190260,E,f
400,Jordan,02154,Ducks,5316,Slaughtered/Prod Animals [1000 head],2012,2012,50,E,f
398,Kazakhstan(1992-),02111,Cattle,5315,Slaughtered/Prod Animals [head],2013,2013,2307976,,-
398,Kazakhstan(1992-),02111,Cattle,5315,Slaughtered/Prod Animals [head],2012,2012,2285091,,-
398,Kazakhstan(1992-),02121.01,Camels,5315,Slaughtered/Prod Animals [head],2013,2013,2794.2,,-
398,Kazakhstan(1992-),02121.01,Camels,5315,Slaughtered/Prod Animals [head],2012,2012,2698,,-
398,Kazakhstan(1992-),02122,Sheep,5315,Slaughtered/Prod Animals [head],2013,2013,7289750,,-
398,Kazakhstan(1992-),02122,Sheep,5315,Slaughtered/Prod Animals [head],2012,2012,7307315,,-
398,Kazakhstan(1992-),02123,Goats,5315,Slaughtered/Prod Animals [head],2013,2013,1245615,,-
398,Kazakhstan(1992-),02123,Goats,5315,Slaughtered/Prod Animals [head],2012,2012,1260689,,-
398,Kazakhstan(1992-),02131,Horses,5315,Slaughtered/Prod Animals [head],2013,2013,524206,,-
398,Kazakhstan(1992-),02131,Horses,5315,Slaughtered/Prod Animals [head],2012,2012,490723,,-
398,Kazakhstan(1992-),02140,Swine / pigs,5315,Slaughtered/Prod Animals [head],2013,2013,1424610,,-
398,Kazakhstan(1992-),02140,Swine / pigs,5315,Slaughtered/Prod Animals [head],2012,2012,2855323,,-
398,Kazakhstan(1992-),02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2013,2013,80557.81,,-
398,Kazakhstan(1992-),02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2012,2012,72303.67,,-
398,Kazakhstan(1992-),02191,Rabbits and hares,5316,Slaughtered/Prod Animals [1000 head],2013,2013,3600,E,f
398,Kazakhstan(1992-),02191,Rabbits and hares,5316,Slaughtered/Prod Animals [1000 head],2012,2012,3600,E,f
398,Kazakhstan(1992-),02951.01,Raw hides and skins of cattle,5320,Slaughtered/Prod Animals [head],2013,2013,2307976,,c
398,Kazakhstan(1992-),02951.01,Raw hides and skins of cattle,5320,Slaughtered/Prod Animals [head],2012,2012,2285091,,c
398,Kazakhstan(1992-),02952.01,"Horse hides, fresh",5320,Slaughtered/Prod Animals [head],2013,2013,524206,,c
398,Kazakhstan(1992-),02952.01,"Horse hides, fresh",5320,Slaughtered/Prod Animals [head],2012,2012,490723,,c
398,Kazakhstan(1992-),02953,Raw hides and skins of sheep or lambs,5320,Slaughtered/Prod Animals [head],2013,2013,7289750,,c
398,Kazakhstan(1992-),02953,Raw hides and skins of sheep or lambs,5320,Slaughtered/Prod Animals [head],2012,2012,7307315,,c
398,Kazakhstan(1992-),02954,Raw hides and skins of goats or kids,5320,Slaughtered/Prod Animals [head],2013,2013,1245615,,c
398,Kazakhstan(1992-),02954,Raw hides and skins of goats or kids,5320,Slaughtered/Prod Animals [head],2012,2012,1260689,,c
398,Kazakhstan(1992-),21111.01,"Meat of cattle, fresh or chilled",5320,Slaughtered/Prod Animals [head],2013,2013,2307976,,c
398,Kazakhstan(1992-),21111.01,"Meat of cattle, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,2285091,,c
398,Kazakhstan(1992-),21113.01,"Meat of pig, fresh or chilled",5320,Slaughtered/Prod Animals [head],2013,2013,1424610,,c
398,Kazakhstan(1992-),21113.01,"Meat of pig, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,2855323,,c
398,Kazakhstan(1992-),21115,"Meat of sheep, fresh or chilled",5320,Slaughtered/Prod Animals [head],2013,2013,7289750,,c
398,Kazakhstan(1992-),21115,"Meat of sheep, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,7307315,,c
398,Kazakhstan(1992-),21116,"Meat of goat, fresh or chilled",5320,Slaughtered/Prod Animals [head],2013,2013,1245615,,c
398,Kazakhstan(1992-),21116,"Meat of goat, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,1260689,,c
398,Kazakhstan(1992-),21117.01,Meat of camels (fresh),5320,Slaughtered/Prod Animals [head],2013,2013,2794.2,,c
398,Kazakhstan(1992-),21117.01,Meat of camels (fresh),5320,Slaughtered/Prod Animals [head],2012,2012,2698,,c
398,Kazakhstan(1992-),21118.01,Horse meat (fresh),5320,Slaughtered/Prod Animals [head],2013,2013,524206,,c
398,Kazakhstan(1992-),21118.01,Horse meat (fresh),5320,Slaughtered/Prod Animals [head],2012,2012,490723,,c
398,Kazakhstan(1992-),21121,"Meat of chickens, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2013,2013,80557.81,,c
398,Kazakhstan(1992-),21121,"Meat of chickens, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2012,2012,72303.67,,c
398,Kazakhstan(1992-),21151,"Edible offal of cattle, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2013,2013,2307976,,c
398,Kazakhstan(1992-),21151,"Edible offal of cattle, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2012,2012,2285091,,c
398,Kazakhstan(1992-),21153,"Edible offal of pigs, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2013,2013,1424610,,c
398,Kazakhstan(1992-),21153,"Edible offal of pigs, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2012,2012,2855323,,c
398,Kazakhstan(1992-),21155,"Edible offal of sheep, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2013,2013,7289750,,c
398,Kazakhstan(1992-),21155,"Edible offal of sheep, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2012,2012,7307315,,c
398,Kazakhstan(1992-),21156,"Edible offal of goat, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2013,2013,1245615,,c
398,Kazakhstan(1992-),21156,"Edible offal of goat, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2012,2012,1260689,,c
398,Kazakhstan(1992-),21511.01,Fat of pigs,5320,Slaughtered/Prod Animals [head],2013,2013,1424610,,c
398,Kazakhstan(1992-),21511.01,Fat of pigs,5320,Slaughtered/Prod Animals [head],2012,2012,2855323,,c
398,Kazakhstan(1992-),21512,"Cattle fat, unrendered",5320,Slaughtered/Prod Animals [head],2013,2013,2307976,,c
398,Kazakhstan(1992-),21512,"Cattle fat, unrendered",5320,Slaughtered/Prod Animals [head],2012,2012,2285091,,c
398,Kazakhstan(1992-),21514,"Sheep fat, unrendered",5320,Slaughtered/Prod Animals [head],2013,2013,7289750,,c
398,Kazakhstan(1992-),21514,"Sheep fat, unrendered",5320,Slaughtered/Prod Animals [head],2012,2012,7307315,,c
398,Kazakhstan(1992-),21515,"Goat fat, unrendered",5320,Slaughtered/Prod Animals [head],2013,2013,1245615,,c
398,Kazakhstan(1992-),21515,"Goat fat, unrendered",5320,Slaughtered/Prod Animals [head],2012,2012,1260689,,c
404,Kenya,02111,Cattle,5315,Slaughtered/Prod Animals [head],2013,2013,2000000,E,f
404,Kenya,02111,Cattle,5315,Slaughtered/Prod Animals [head],2012,2012,2194200,,-
404,Kenya,02121.01,Camels,5315,Slaughtered/Prod Animals [head],2013,2013,217000,E,f
404,Kenya,02121.01,Camels,5315,Slaughtered/Prod Animals [head],2012,2012,215000,E,f
404,Kenya,02122,Sheep,5315,Slaughtered/Prod Animals [head],2013,2013,3000000,E,f
404,Kenya,02122,Sheep,5315,Slaughtered/Prod Animals [head],2012,2012,2874000,,-
404,Kenya,02123,Goats,5315,Slaughtered/Prod Animals [head],2013,2013,3500000,E,f
404,Kenya,02123,Goats,5315,Slaughtered/Prod Animals [head],2012,2012,3376250,,-
404,Kenya,02140,Swine / pigs,5315,Slaughtered/Prod Animals [head],2013,2013,280000,E,f
404,Kenya,02140,Swine / pigs,5315,Slaughtered/Prod Animals [head],2012,2012,234400,,-
404,Kenya,02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2013,2013,17400,E,f
404,Kenya,02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2012,2012,19712,,-
404,Kenya,02191,Rabbits and hares,5316,Slaughtered/Prod Animals [1000 head],2013,2013,2550,E,f
404,Kenya,02191,Rabbits and hares,5316,Slaughtered/Prod Animals [1000 head],2012,2012,2500,E,f
404,Kenya,02951.01,Raw hides and skins of cattle,5320,Slaughtered/Prod Animals [head],2012,2012,2194200,,c
404,Kenya,02953,Raw hides and skins of sheep or lambs,5320,Slaughtered/Prod Animals [head],2012,2012,2874000,,c
404,Kenya,02954,Raw hides and skins of goats or kids,5320,Slaughtered/Prod Animals [head],2012,2012,3376250,,c
404,Kenya,21111.01,"Meat of cattle, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,2194200,,c
404,Kenya,21113.01,"Meat of pig, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,234400,,c
404,Kenya,21115,"Meat of sheep, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,2874000,,c
404,Kenya,21116,"Meat of goat, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,3376250,,c
404,Kenya,21121,"Meat of chickens, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2012,2012,19712,,c
404,Kenya,21151,"Edible offal of cattle, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2012,2012,2194200,,c
404,Kenya,21153,"Edible offal of pigs, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2012,2012,234400,,c
404,Kenya,21155,"Edible offal of sheep, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2012,2012,2874000,,c
404,Kenya,21156,"Edible offal of goat, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2012,2012,3376250,,c
404,Kenya,21511.01,Fat of pigs,5320,Slaughtered/Prod Animals [head],2012,2012,234400,,c
404,Kenya,21512,"Cattle fat, unrendered",5320,Slaughtered/Prod Animals [head],2012,2012,2194200,,c
404,Kenya,21514,"Sheep fat, unrendered",5320,Slaughtered/Prod Animals [head],2012,2012,2874000,,c
404,Kenya,21515,"Goat fat, unrendered",5320,Slaughtered/Prod Animals [head],2012,2012,3376250,,c
296,Kiribati,02140,Swine / pigs,5315,Slaughtered/Prod Animals [head],2012,2012,23000,E,f
414,Kuwait,02111,Cattle,5315,Slaughtered/Prod Animals [head],2013,2013,17200,E,f
414,Kuwait,02111,Cattle,5315,Slaughtered/Prod Animals [head],2012,2012,16900,E,f
414,Kuwait,02122,Sheep,5315,Slaughtered/Prod Animals [head],2013,2013,2180000,E,f
414,Kuwait,02122,Sheep,5315,Slaughtered/Prod Animals [head],2012,2012,2176500,E,f
414,Kuwait,02123,Goats,5321,Slaughtered/Prod Animals [1000 head],2014,2014,36150,,q
414,Kuwait,02123,Goats,5321,Slaughtered/Prod Animals [1000 head],2013,2013,32432,,q
414,Kuwait,02123,Goats,5321,Slaughtered/Prod Animals [1000 head],2012,2012,31136,,q
414,Kuwait,02123,Goats,5315,Slaughtered/Prod Animals [head],2012,2012,47000,E,f
414,Kuwait,02151,Chickens,5320,Slaughtered/Prod Animals [head],2014,2014,36113,,q
414,Kuwait,02151,Chickens,5320,Slaughtered/Prod Animals [head],2013,2013,34840,,q
414,Kuwait,02151,Chickens,5320,Slaughtered/Prod Animals [head],2012,2012,37453,,q
414,Kuwait,02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2013,2013,27000,E,f
414,Kuwait,02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2012,2012,26600,E,f
417,Kyrgyzstan(1992-),02111,Cattle,5315,Slaughtered/Prod Animals [head],2013,2013,563000,E,f
417,Kyrgyzstan(1992-),02111,Cattle,5315,Slaughtered/Prod Animals [head],2012,2012,554700,E,f
417,Kyrgyzstan(1992-),02122,Sheep,5315,Slaughtered/Prod Animals [head],2014,2014,2300000,T,p
417,Kyrgyzstan(1992-),02122,Sheep,5315,Slaughtered/Prod Animals [head],2013,2013,2190000,E,f
417,Kyrgyzstan(1992-),02122,Sheep,5315,Slaughtered/Prod Animals [head],2012,2012,2155000,E,f
417,Kyrgyzstan(1992-),02123,Goats,5315,Slaughtered/Prod Animals [head],2013,2013,463000,E,f
417,Kyrgyzstan(1992-),02123,Goats,5315,Slaughtered/Prod Animals [head],2012,2012,457000,E,f
417,Kyrgyzstan(1992-),02131,Horses,5315,Slaughtered/Prod Animals [head],2013,2013,128200,E,f
417,Kyrgyzstan(1992-),02131,Horses,5315,Slaughtered/Prod Animals [head],2012,2012,126800,E,f
417,Kyrgyzstan(1992-),02140,Swine / pigs,5315,Slaughtered/Prod Animals [head],2013,2013,243000,E,f
417,Kyrgyzstan(1992-),02140,Swine / pigs,5315,Slaughtered/Prod Animals [head],2012,2012,241000,E,f
417,Kyrgyzstan(1992-),02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2013,2013,4600,E,f
417,Kyrgyzstan(1992-),02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2012,2012,4500,E,f
417,Kyrgyzstan(1992-),02191,Rabbits and hares,5316,Slaughtered/Prod Animals [1000 head],2013,2013,245,E,f
417,Kyrgyzstan(1992-),02191,Rabbits and hares,5316,Slaughtered/Prod Animals [1000 head],2012,2012,227,E,f
418,Lao People's Dem Rep,02111,Cattle,5315,Slaughtered/Prod Animals [head],2013,2013,239000,E,f
418,Lao People's Dem Rep,02111,Cattle,5315,Slaughtered/Prod Animals [head],2012,2012,236000,E,f
418,Lao People's Dem Rep,02112,Buffalo,5315,Slaughtered/Prod Animals [head],2013,2013,177000,E,f
418,Lao People's Dem Rep,02112,Buffalo,5315,Slaughtered/Prod Animals [head],2012,2012,177000,E,f
418,Lao People's Dem Rep,02123,Goats,5315,Slaughtered/Prod Animals [head],2013,2013,129000,E,f
418,Lao People's Dem Rep,02123,Goats,5315,Slaughtered/Prod Animals [head],2012,2012,122000,E,f
418,Lao People's Dem Rep,02140,Swine / pigs,5315,Slaughtered/Prod Animals [head],2013,2013,2360000,E,f
418,Lao People's Dem Rep,02140,Swine / pigs,5315,Slaughtered/Prod Animals [head],2012,2012,2235000,E,f
418,Lao People's Dem Rep,02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2013,2013,30000,E,f
418,Lao People's Dem Rep,02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2012,2012,28100,E,f
428,Latvia(1992-),02111,Cattle,5315,Slaughtered/Prod Animals [head],2013,2013,99223,,-
428,Latvia(1992-),02111,Cattle,5315,Slaughtered/Prod Animals [head],2012,2012,101181,,-
428,Latvia(1992-),02122,Sheep,5315,Slaughtered/Prod Animals [head],2013,2013,34191,,-
428,Latvia(1992-),02122,Sheep,5315,Slaughtered/Prod Animals [head],2012,2012,33070,,-
428,Latvia(1992-),02131,Horses,5315,Slaughtered/Prod Animals [head],2013,2013,289,,-
428,Latvia(1992-),02131,Horses,5315,Slaughtered/Prod Animals [head],2012,2012,416,,-
428,Latvia(1992-),02140,Swine / pigs,5315,Slaughtered/Prod Animals [head],2013,2013,461180,,-
428,Latvia(1992-),02140,Swine / pigs,5315,Slaughtered/Prod Animals [head],2012,2012,462891,,-
428,Latvia(1992-),02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2013,2013,16658,,-
428,Latvia(1992-),02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2012,2012,15215,,-
428,Latvia(1992-),02191,Rabbits and hares,5316,Slaughtered/Prod Animals [1000 head],2013,2013,33,,-
428,Latvia(1992-),02191,Rabbits and hares,5316,Slaughtered/Prod Animals [1000 head],2012,2012,32,,-
428,Latvia(1992-),02951.01,Raw hides and skins of cattle,5320,Slaughtered/Prod Animals [head],2013,2013,99223,,c
428,Latvia(1992-),02951.01,Raw hides and skins of cattle,5320,Slaughtered/Prod Animals [head],2012,2012,101181,,c
428,Latvia(1992-),02953,Raw hides and skins of sheep or lambs,5320,Slaughtered/Prod Animals [head],2013,2013,34191,,c
428,Latvia(1992-),02953,Raw hides and skins of sheep or lambs,5320,Slaughtered/Prod Animals [head],2012,2012,33070,,c
428,Latvia(1992-),21111.01,"Meat of cattle, fresh or chilled",5320,Slaughtered/Prod Animals [head],2014,2014,98688,,q
428,Latvia(1992-),21111.01,"Meat of cattle, fresh or chilled",5320,Slaughtered/Prod Animals [head],2013,2013,99223,,q
428,Latvia(1992-),21111.01,"Meat of cattle, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,101181,,q
428,Latvia(1992-),21113.01,"Meat of pig, fresh or chilled",5320,Slaughtered/Prod Animals [head],2014,2014,466425,,q
428,Latvia(1992-),21113.01,"Meat of pig, fresh or chilled",5320,Slaughtered/Prod Animals [head],2013,2013,461180,,q
428,Latvia(1992-),21113.01,"Meat of pig, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,462891,,q
428,Latvia(1992-),21114,"Meat of rabbits and hares, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2014,2014,39,,q
428,Latvia(1992-),21114,"Meat of rabbits and hares, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2013,2013,33,,q
428,Latvia(1992-),21114,"Meat of rabbits and hares, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2012,2012,32,,q
428,Latvia(1992-),21115,"Meat of sheep, fresh or chilled",5320,Slaughtered/Prod Animals [head],2014,2014,34278,,q
428,Latvia(1992-),21115,"Meat of sheep, fresh or chilled",5320,Slaughtered/Prod Animals [head],2013,2013,34191,,q
428,Latvia(1992-),21115,"Meat of sheep, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,33070,,q
428,Latvia(1992-),21118.01,Horse meat (fresh),5320,Slaughtered/Prod Animals [head],2014,2014,289,,q
428,Latvia(1992-),21118.01,Horse meat (fresh),5320,Slaughtered/Prod Animals [head],2013,2013,289,,q
428,Latvia(1992-),21118.01,Horse meat (fresh),5320,Slaughtered/Prod Animals [head],2012,2012,416,,q
428,Latvia(1992-),21121,"Meat of chickens, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2014,2014,17318,,q
428,Latvia(1992-),21121,"Meat of chickens, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2013,2013,16658,,q
428,Latvia(1992-),21121,"Meat of chickens, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2012,2012,15215,,q
428,Latvia(1992-),21151,"Edible offal of cattle, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2013,2013,99223,,c
428,Latvia(1992-),21151,"Edible offal of cattle, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2012,2012,101181,,c
428,Latvia(1992-),21153,"Edible offal of pigs, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2013,2013,461180,,c
428,Latvia(1992-),21153,"Edible offal of pigs, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2012,2012,462891,,c
428,Latvia(1992-),21155,"Edible offal of sheep, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2013,2013,34191,,c
428,Latvia(1992-),21155,"Edible offal of sheep, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2012,2012,33070,,c
428,Latvia(1992-),21511.01,Fat of pigs,5320,Slaughtered/Prod Animals [head],2013,2013,461180,,c
428,Latvia(1992-),21511.01,Fat of pigs,5320,Slaughtered/Prod Animals [head],2012,2012,462891,,c
428,Latvia(1992-),21512,"Cattle fat, unrendered",5320,Slaughtered/Prod Animals [head],2013,2013,99223,,c
428,Latvia(1992-),21512,"Cattle fat, unrendered",5320,Slaughtered/Prod Animals [head],2012,2012,101181,,c
428,Latvia(1992-),21514,"Sheep fat, unrendered",5320,Slaughtered/Prod Animals [head],2013,2013,34191,,c
428,Latvia(1992-),21514,"Sheep fat, unrendered",5320,Slaughtered/Prod Animals [head],2012,2012,33070,,c
422,Lebanon,02111,Cattle,5315,Slaughtered/Prod Animals [head],2013,2013,226510,T,-
422,Lebanon,02111,Cattle,5315,Slaughtered/Prod Animals [head],2012,2012,206174,T,-
422,Lebanon,02122,Sheep,5315,Slaughtered/Prod Animals [head],2013,2013,238240,T,-
422,Lebanon,02122,Sheep,5315,Slaughtered/Prod Animals [head],2012,2012,239395,T,-
422,Lebanon,02123,Goats,5315,Slaughtered/Prod Animals [head],2013,2013,193789,T,-
422,Lebanon,02123,Goats,5315,Slaughtered/Prod Animals [head],2012,2012,195163,T,-
422,Lebanon,02140,Swine / pigs,5315,Slaughtered/Prod Animals [head],2012,2012,14000,E,f
422,Lebanon,02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2013,2013,50000,E,f
422,Lebanon,02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2012,2012,60000,,-
422,Lebanon,02951.01,Raw hides and skins of cattle,5320,Slaughtered/Prod Animals [head],2013,2013,226510,T,c
422,Lebanon,02951.01,Raw hides and skins of cattle,5320,Slaughtered/Prod Animals [head],2012,2012,206174,T,c
422,Lebanon,02953,Raw hides and skins of sheep or lambs,5320,Slaughtered/Prod Animals [head],2013,2013,238240,T,c
422,Lebanon,02953,Raw hides and skins of sheep or lambs,5320,Slaughtered/Prod Animals [head],2012,2012,239395,T,c
422,Lebanon,02954,Raw hides and skins of goats or kids,5320,Slaughtered/Prod Animals [head],2013,2013,193789,T,c
422,Lebanon,02954,Raw hides and skins of goats or kids,5320,Slaughtered/Prod Animals [head],2012,2012,195163,T,c
422,Lebanon,21111.01,"Meat of cattle, fresh or chilled",5320,Slaughtered/Prod Animals [head],2013,2013,226510,T,c
422,Lebanon,21111.01,"Meat of cattle, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,206174,T,c
422,Lebanon,21115,"Meat of sheep, fresh or chilled",5320,Slaughtered/Prod Animals [head],2013,2013,238240,T,c
422,Lebanon,21115,"Meat of sheep, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,239395,T,c
422,Lebanon,21116,"Meat of goat, fresh or chilled",5320,Slaughtered/Prod Animals [head],2013,2013,193789,T,c
422,Lebanon,21116,"Meat of goat, fresh or chilled",5320,Slaughtered/Prod Animals [head],2012,2012,195163,T,c
422,Lebanon,21121,"Meat of chickens, fresh or chilled",5321,Slaughtered/Prod Animals [1000 head],2012,2012,60000,,c
422,Lebanon,21151,"Edible offal of cattle, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2013,2013,226510,T,c
422,Lebanon,21151,"Edible offal of cattle, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2012,2012,206174,T,c
422,Lebanon,21155,"Edible offal of sheep, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2013,2013,238240,T,c
422,Lebanon,21155,"Edible offal of sheep, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2012,2012,239395,T,c
422,Lebanon,21156,"Edible offal of goat, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2013,2013,193789,T,c
422,Lebanon,21156,"Edible offal of goat, fresh, chilled or frozen",5320,Slaughtered/Prod Animals [head],2012,2012,195163,T,c
422,Lebanon,21512,"Cattle fat, unrendered",5320,Slaughtered/Prod Animals [head],2013,2013,226510,T,c
422,Lebanon,21512,"Cattle fat, unrendered",5320,Slaughtered/Prod Animals [head],2012,2012,206174,T,c
422,Lebanon,21514,"Sheep fat, unrendered",5320,Slaughtered/Prod Animals [head],2013,2013,238240,T,c
422,Lebanon,21514,"Sheep fat, unrendered",5320,Slaughtered/Prod Animals [head],2012,2012,239395,T,c
422,Lebanon,21515,"Goat fat, unrendered",5320,Slaughtered/Prod Animals [head],2013,2013,193789,T,c
422,Lebanon,21515,"Goat fat, unrendered",5320,Slaughtered/Prod Animals [head],2012,2012,195163,T,c
426,Lesotho,02111,Cattle,5315,Slaughtered/Prod Animals [head],2013,2013,90000,E,f
426,Lesotho,02111,Cattle,5315,Slaughtered/Prod Animals [head],2012,2012,84000,E,f
426,Lesotho,02122,Sheep,5315,Slaughtered/Prod Animals [head],2013,2013,425000,E,f
426,Lesotho,02122,Sheep,5315,Slaughtered/Prod Animals [head],2012,2012,418000,E,f
426,Lesotho,02123,Goats,5315,Slaughtered/Prod Animals [head],2013,2013,280000,E,f
426,Lesotho,02123,Goats,5315,Slaughtered/Prod Animals [head],2012,2012,275000,E,f
426,Lesotho,02140,Swine / pigs,5315,Slaughtered/Prod Animals [head],2013,2013,74000,E,f
426,Lesotho,02140,Swine / pigs,5315,Slaughtered/Prod Animals [head],2012,2012,73000,E,f
426,Lesotho,02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2013,2013,2000,E,f
426,Lesotho,02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2012,2012,2000,E,f
430,Liberia,02111,Cattle,5315,Slaughtered/Prod Animals [head],2012,2012,9100,E,f
430,Liberia,02122,Sheep,5315,Slaughtered/Prod Animals [head],2012,2012,85000,E,f
430,Liberia,02123,Goats,5315,Slaughtered/Prod Animals [head],2012,2012,117000,E,f
430,Liberia,02140,Swine / pigs,5315,Slaughtered/Prod Animals [head],2012,2012,245000,E,f
430,Liberia,02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2012,2012,14500,E,f
434,Libyan Arab Jamahiriya,02111,Cattle,5315,Slaughtered/Prod Animals [head],2013,2013,44600,E,f
434,Libyan Arab Jamahiriya,02111,Cattle,5315,Slaughtered/Prod Animals [head],2012,2012,44500,E,f
434,Libyan Arab Jamahiriya,02121.01,Camels,5315,Slaughtered/Prod Animals [head],2012,2012,17900,E,f
434,Libyan Arab Jamahiriya,02122,Sheep,5315,Slaughtered/Prod Animals [head],2012,2012,2150000,E,f
434,Libyan Arab Jamahiriya,02123,Goats,5315,Slaughtered/Prod Animals [head],2013,2013,880000,E,f
434,Libyan Arab Jamahiriya,02123,Goats,5315,Slaughtered/Prod Animals [head],2012,2012,860000,E,f
434,Libyan Arab Jamahiriya,02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2013,2013,104150,E,f
434,Libyan Arab Jamahiriya,02151,Chickens,5316,Slaughtered/Prod Animals [1000 head],2012,2012,103500,E,f
440,Lithuania(1992-),02111,Cattle,5315,Slaughtered/Prod Animals [head],2013,2013,162212,,-
440,Lithuania(1992-),02111,Cattle,5315,Slaughtered/Prod Animals [head],2012,2012,175995,,-
440,Lithuania(1992-),02122,Sheep,5315,Slaughtered/Prod Animals [head],2013,2013,29144,,-
440,Lithuania(1992-),02122,Sheep,5315,Slaughtered/Prod Animals [head],2012,2012,26763,,-
