"geographicAreaM49","Geographic Area","measuredItemCPC","Item","measuredElement","Element","timePointYears","Year","Value","flagObservationStatus","flagMethod"
"388","Jamaica","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"388","Jamaica","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"388","Jamaica","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"388","Jamaica","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"388","Jamaica","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"388","Jamaica","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"388","Jamaica","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"392","Japan","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"392","Japan","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"392","Japan","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"392","Japan","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"392","Japan","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"392","Japan","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"392","Japan","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"392","Japan","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"392","Japan","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"392","Japan","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"392","Japan","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"392","Japan","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"414","Kuwait","02123","Goats","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"414","Kuwait","02123","Goats","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"414","Kuwait","02123","Goats","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"414","Kuwait","02151","Chickens","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"414","Kuwait","02151","Chickens","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"414","Kuwait","02151","Chickens","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"428","Latvia(1992-)","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"428","Latvia(1992-)","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"428","Latvia(1992-)","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"428","Latvia(1992-)","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"428","Latvia(1992-)","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"428","Latvia(1992-)","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"428","Latvia(1992-)","21114","Meat of rabbits and hares, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"428","Latvia(1992-)","21114","Meat of rabbits and hares, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"428","Latvia(1992-)","21114","Meat of rabbits and hares, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"428","Latvia(1992-)","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"428","Latvia(1992-)","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"428","Latvia(1992-)","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"428","Latvia(1992-)","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"428","Latvia(1992-)","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"428","Latvia(1992-)","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"428","Latvia(1992-)","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"428","Latvia(1992-)","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"428","Latvia(1992-)","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"440","Lithuania(1992-)","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"440","Lithuania(1992-)","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"440","Lithuania(1992-)","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"440","Lithuania(1992-)","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"440","Lithuania(1992-)","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"440","Lithuania(1992-)","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"440","Lithuania(1992-)","21114","Meat of rabbits and hares, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"440","Lithuania(1992-)","21114","Meat of rabbits and hares, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"440","Lithuania(1992-)","21114","Meat of rabbits and hares, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"440","Lithuania(1992-)","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"440","Lithuania(1992-)","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"440","Lithuania(1992-)","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"440","Lithuania(1992-)","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"440","Lithuania(1992-)","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"440","Lithuania(1992-)","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"440","Lithuania(1992-)","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"440","Lithuania(1992-)","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"440","Lithuania(1992-)","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"440","Lithuania(1992-)","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"440","Lithuania(1992-)","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"440","Lithuania(1992-)","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"440","Lithuania(1992-)","21122","Meat of ducks, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"440","Lithuania(1992-)","21122","Meat of ducks, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"440","Lithuania(1992-)","21122","Meat of ducks, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"440","Lithuania(1992-)","21123","Meat of geese, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"440","Lithuania(1992-)","21123","Meat of geese, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"440","Lithuania(1992-)","21123","Meat of geese, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"440","Lithuania(1992-)","21124","Meat of turkeys, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"440","Lithuania(1992-)","21124","Meat of turkeys, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"440","Lithuania(1992-)","21124","Meat of turkeys, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"442","Luxembourg","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"442","Luxembourg","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"442","Luxembourg","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"442","Luxembourg","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"442","Luxembourg","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"442","Luxembourg","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"442","Luxembourg","21114","Meat of rabbits and hares, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"442","Luxembourg","21114","Meat of rabbits and hares, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"442","Luxembourg","21114","Meat of rabbits and hares, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"442","Luxembourg","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"442","Luxembourg","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"442","Luxembourg","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"442","Luxembourg","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"442","Luxembourg","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"442","Luxembourg","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"442","Luxembourg","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"442","Luxembourg","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"442","Luxembourg","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"442","Luxembourg","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"442","Luxembourg","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"442","Luxembourg","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"470","Malta","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"470","Malta","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"470","Malta","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"470","Malta","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"470","Malta","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"470","Malta","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"470","Malta","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"470","Malta","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"470","Malta","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"480","Mauritius","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"480","Mauritius","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"480","Mauritius","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"480","Mauritius","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"480","Mauritius","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"480","Mauritius","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"480","Mauritius","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"480","Mauritius","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"480","Mauritius","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"484","Mexico","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"484","Mexico","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"484","Mexico","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"484","Mexico","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"484","Mexico","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"484","Mexico","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"484","Mexico","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"484","Mexico","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"484","Mexico","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"484","Mexico","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"554","New Zealand","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"554","New Zealand","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"554","New Zealand","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"554","New Zealand","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"554","New Zealand","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"554","New Zealand","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"554","New Zealand","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"554","New Zealand","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"554","New Zealand","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"566","Nigeria","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"578","Norway","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"578","Norway","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"578","Norway","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"578","Norway","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"578","Norway","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"578","Norway","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"578","Norway","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"578","Norway","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"578","Norway","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"578","Norway","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"578","Norway","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"578","Norway","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"578","Norway","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"578","Norway","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"578","Norway","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"578","Norway","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"578","Norway","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"578","Norway","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"578","Norway","21122","Meat of ducks, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"578","Norway","21122","Meat of ducks, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"578","Norway","21122","Meat of ducks, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"578","Norway","21124","Meat of turkeys, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"578","Norway","21124","Meat of turkeys, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"578","Norway","21124","Meat of turkeys, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"275","Palestine(1996-)","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"275","Palestine(1996-)","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"275","Palestine(1996-)","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"275","Palestine(1996-)","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"591","Panama","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"591","Panama","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"591","Panama","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"591","Panama","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"591","Panama","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"591","Panama","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"591","Panama","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"591","Panama","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"604","Peru","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"604","Peru","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"604","Peru","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"604","Peru","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"604","Peru","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"604","Peru","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"604","Peru","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"604","Peru","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"604","Peru","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"604","Peru","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"604","Peru","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"604","Peru","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"604","Peru","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"604","Peru","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"604","Peru","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"616","Poland","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"616","Poland","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"616","Poland","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"616","Poland","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"616","Poland","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"616","Poland","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"616","Poland","21114","Meat of rabbits and hares, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"616","Poland","21114","Meat of rabbits and hares, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"616","Poland","21114","Meat of rabbits and hares, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"616","Poland","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"616","Poland","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"616","Poland","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"616","Poland","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"616","Poland","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"616","Poland","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"616","Poland","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"616","Poland","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"616","Poland","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"410","Republic of Korea","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"642","Romania","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"642","Romania","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"642","Romania","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"642","Romania","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"642","Romania","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"642","Romania","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"642","Romania","21114","Meat of rabbits and hares, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"642","Romania","21114","Meat of rabbits and hares, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"642","Romania","21114","Meat of rabbits and hares, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"642","Romania","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"642","Romania","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"642","Romania","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"642","Romania","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"642","Romania","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"642","Romania","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"642","Romania","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"642","Romania","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"642","Romania","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
