"geographicAreaM49","Geographic Area","measuredItemCPC","Item","measuredElement","Element","timePointYears","Year","Value","flagObservationStatus","flagMethod"
"192","Cuba","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"192","Cuba","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"192","Cuba","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"192","Cuba","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"192","Cuba","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"192","Cuba","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"196","Cyprus","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"196","Cyprus","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"196","Cyprus","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"196","Cyprus","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"196","Cyprus","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"196","Cyprus","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"196","Cyprus","21114","Meat of rabbits and hares, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"196","Cyprus","21114","Meat of rabbits and hares, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"196","Cyprus","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"196","Cyprus","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"196","Cyprus","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"196","Cyprus","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"196","Cyprus","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"196","Cyprus","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"196","Cyprus","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"196","Cyprus","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"196","Cyprus","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"203","Czech Republic(1993-)","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"203","Czech Republic(1993-)","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"203","Czech Republic(1993-)","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"203","Czech Republic(1993-)","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"203","Czech Republic(1993-)","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"203","Czech Republic(1993-)","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"203","Czech Republic(1993-)","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"203","Czech Republic(1993-)","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"203","Czech Republic(1993-)","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"203","Czech Republic(1993-)","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"203","Czech Republic(1993-)","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"203","Czech Republic(1993-)","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"203","Czech Republic(1993-)","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"203","Czech Republic(1993-)","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"203","Czech Republic(1993-)","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"203","Czech Republic(1993-)","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"203","Czech Republic(1993-)","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"203","Czech Republic(1993-)","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"203","Czech Republic(1993-)","21122","Meat of ducks, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"203","Czech Republic(1993-)","21122","Meat of ducks, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"203","Czech Republic(1993-)","21122","Meat of ducks, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"203","Czech Republic(1993-)","21123","Meat of geese, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"203","Czech Republic(1993-)","21123","Meat of geese, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"203","Czech Republic(1993-)","21123","Meat of geese, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"203","Czech Republic(1993-)","21124","Meat of turkeys, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"203","Czech Republic(1993-)","21124","Meat of turkeys, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"203","Czech Republic(1993-)","21124","Meat of turkeys, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"214","Dominican Republic (the)","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"214","Dominican Republic (the)","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"214","Dominican Republic (the)","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"214","Dominican Republic (the)","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"214","Dominican Republic (the)","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"818","Egypt","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"818","Egypt","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"818","Egypt","21112","Meat of buffalo, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"818","Egypt","21112","Meat of buffalo, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"818","Egypt","21114","Meat of rabbits and hares, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"818","Egypt","21114","Meat of rabbits and hares, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"818","Egypt","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"818","Egypt","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"818","Egypt","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"818","Egypt","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"818","Egypt","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"818","Egypt","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"818","Egypt","21122","Meat of ducks, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"818","Egypt","21122","Meat of ducks, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"818","Egypt","21123","Meat of geese, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"818","Egypt","21123","Meat of geese, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"818","Egypt","21124","Meat of turkeys, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"818","Egypt","21124","Meat of turkeys, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"233","Estonia(1992-)","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"233","Estonia(1992-)","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"233","Estonia(1992-)","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"233","Estonia(1992-)","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"233","Estonia(1992-)","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"233","Estonia(1992-)","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"233","Estonia(1992-)","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"233","Estonia(1992-)","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"233","Estonia(1992-)","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"233","Estonia(1992-)","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"233","Estonia(1992-)","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"233","Estonia(1992-)","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"233","Estonia(1992-)","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"233","Estonia(1992-)","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"233","Estonia(1992-)","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"246","Finland","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"246","Finland","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"246","Finland","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"246","Finland","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"246","Finland","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"246","Finland","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"246","Finland","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"246","Finland","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"246","Finland","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"246","Finland","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"246","Finland","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"246","Finland","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"246","Finland","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"246","Finland","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"246","Finland","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"246","Finland","21124","Meat of turkeys, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"246","Finland","21124","Meat of turkeys, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"246","Finland","21124","Meat of turkeys, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"276","Germany","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"276","Germany","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"276","Germany","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"276","Germany","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"276","Germany","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"276","Germany","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"276","Germany","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"276","Germany","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"276","Germany","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"276","Germany","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"276","Germany","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"276","Germany","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"276","Germany","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"276","Germany","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"276","Germany","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"276","Germany","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"276","Germany","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"276","Germany","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"276","Germany","21122","Meat of ducks, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"276","Germany","21122","Meat of ducks, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"276","Germany","21122","Meat of ducks, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"276","Germany","21123","Meat of geese, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"276","Germany","21123","Meat of geese, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"276","Germany","21123","Meat of geese, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"276","Germany","21124","Meat of turkeys, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"276","Germany","21124","Meat of turkeys, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"276","Germany","21124","Meat of turkeys, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"300","Greece","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"300","Greece","21112","Meat of buffalo, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"300","Greece","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"300","Greece","21114","Meat of rabbits and hares, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"300","Greece","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"300","Greece","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"348","Hungary","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"348","Hungary","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"348","Hungary","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"348","Hungary","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"348","Hungary","21114","Meat of rabbits and hares, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"348","Hungary","21114","Meat of rabbits and hares, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"348","Hungary","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"348","Hungary","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"348","Hungary","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"348","Hungary","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"348","Hungary","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"348","Hungary","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"348","Hungary","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"348","Hungary","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"348","Hungary","21122","Meat of ducks, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"348","Hungary","21122","Meat of ducks, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"348","Hungary","21123","Meat of geese, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"348","Hungary","21123","Meat of geese, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"348","Hungary","21124","Meat of turkeys, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"348","Hungary","21124","Meat of turkeys, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"352","Iceland","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"352","Iceland","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"352","Iceland","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"352","Iceland","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"352","Iceland","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"352","Iceland","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"352","Iceland","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"352","Iceland","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"352","Iceland","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"352","Iceland","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"352","Iceland","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"352","Iceland","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"352","Iceland","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"352","Iceland","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"352","Iceland","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"356","India","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"356","India","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"372","Ireland","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"372","Ireland","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"372","Ireland","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"372","Ireland","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"372","Ireland","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"372","Ireland","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"372","Ireland","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"372","Ireland","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"372","Ireland","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"376","Israel","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"376","Israel","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"376","Israel","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"376","Israel","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"376","Israel","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"376","Israel","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"380","Italy","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"380","Italy","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"380","Italy","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"380","Italy","21112","Meat of buffalo, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"380","Italy","21112","Meat of buffalo, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"380","Italy","21112","Meat of buffalo, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"380","Italy","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"380","Italy","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"380","Italy","21113.01","Meat of pig, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"380","Italy","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"380","Italy","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"380","Italy","21115","Meat of sheep, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"380","Italy","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"380","Italy","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"380","Italy","21116","Meat of goat, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"380","Italy","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
"380","Italy","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2013","2013",0,"M","u"
"380","Italy","21118.01","Horse meat (fresh)","5320","Slaughtered/Prod Animals [head]","2012","2012",0,"M","u"
"380","Italy","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"380","Italy","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"380","Italy","21121","Meat of chickens, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"380","Italy","21123","Meat of geese, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"380","Italy","21123","Meat of geese, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"380","Italy","21123","Meat of geese, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"380","Italy","21124","Meat of turkeys, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2014","2014",0,"M","u"
"380","Italy","21124","Meat of turkeys, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2013","2013",0,"M","u"
"380","Italy","21124","Meat of turkeys, fresh or chilled","5321","Slaughtered/Prod Animals [1000 head]","2012","2012",0,"M","u"
"388","Jamaica","21111.01","Meat of cattle, fresh or chilled","5320","Slaughtered/Prod Animals [head]","2014","2014",0,"M","u"
